Type,Organization,Street Address,City,County,State,ZIP,Phone,Birds Accepted,Latitude,Longitude,Location Precision,License Status,Source
Individual,Charlene Gallo,,West Warwick,Kent,RI,,401-954-9570,all birds,41.70043,-71.51835,city,kept: on official RI DEM licensed wildlife rehabilitator list,https://dem.ri.gov/media/36886/download
Individual,Jessica O. Cox,,Anderson,Anderson,SC,,864-226-7233 / 864-221-8345,all birds,34.52605,-82.63044,city,Listed on official SCDNR bird rehabilitator list,https://www.dnr.sc.gov/wildlife/publications/pdf/birds.pdf
Individual,Lee R. Kratz,,Anderson,Anderson,SC,,864-716-0131,all birds,34.52605,-82.63044,city,Listed on official SCDNR bird rehabilitator list,https://www.dnr.sc.gov/wildlife/publications/pdf/birds.pdf
Organization,Avian Conservation Center / Center for Birds of Prey,4719 Highway 17N,Awendaw,Charleston,SC,29429,843-971-7474 / 843-696-3511,"raptors, shorebirds/seabirds",33.00625,-79.65612,street address (ZIP-level coordinate),Listed on official SCDNR bird rehabilitator list,https://www.dnr.sc.gov/wildlife/publications/pdf/birds.pdf
Individual,Susan Bogart,,Charleston,Charleston,SC,,843-327-0371,all birds,32.87086,-79.9012,city,Listed on official SCDNR bird rehabilitator list,https://www.dnr.sc.gov/wildlife/publications/pdf/birds.pdf
Organization,Carolina Wildlife Care,5551 Bush River Rd,Columbia,Richland,SC,29212,803-772-3994,all birds,34.02099,-81.19778,street address (ZIP-level coordinate),Listed on official SCDNR bird rehabilitator list,https://www.dnr.sc.gov/wildlife/publications/pdf/birds.pdf
Individual,Sylvia Parris,,Winnsboro,Fairfield,SC,,803-635-1583,all birds,34.38101,-81.10899,city,Listed on official SCDNR bird rehabilitator list,https://www.dnr.sc.gov/wildlife/publications/pdf/birds.pdf
Organization,Paris Landing State Park,16055 Hwy 79 N,Buchanan,Henry,TN,38222,731-641-4465,"raptors, songbirds",36.428,-88.17987,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Individual,David Zeno Beaty,,Charleston,Bradley,TN,,423-240-8397,"raptors, songbirds",35.25564,-84.76664,city,kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Organization,Chattanooga Zoo,301 N Holtzclaw Ave,Chattanooga,Hamilton,TN,37404,423-697-1322,"raptors, songbirds",35.02417,-85.27176,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Individual,"Marshall Taylor, DVM","9961 Rhea County Hwy, Dayton, TN 37321",Dayton,Rhea,TN,37321,423-775-4003,"raptors, songbirds",35.55641,-84.97917,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Organization,Union University,1050 Union University Dr,Jackson,Madison,TN,38305,731-661-6552,"raptors, songbirds",35.65245,-88.83568,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Individual,Vanessa Hawley,,Johnson City,Washington,TN,,423-747-4487,"raptors, songbirds",36.33387,-82.34077,city,kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Organization,University of Tennessee College of Veterinary Medicine,2407 River Dr,Knoxville,Knox,TN,37996,865-974-8387,"raptors, songbirds",35.99014,-83.96218,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Organization,American Eagle Foundation,510 Kodak Rd,Kodak,Sevier,TN,37764,865-429-0157,raptors,35.97403,-83.60256,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Individual,Gregg Garrison,,McMinnville,Warren,TN,,931-668-5594,"raptors, songbirds",35.66511,-85.77352,county,kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Organization,Memphis Zoo,2000 Prentiss Pl,Memphis,Shelby,TN,38112,901-725-3419,"raptors, songbirds",35.14628,-89.98152,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Individual,"Terry Barnett, DVM","4637 Navy Rd, Millington, TN 38053",Millington,Shelby,TN,38053,901-872-0157,"raptors, songbirds",35.3202,-89.89229,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Organization,Reelfoot State Park,2595 Highway 21 E,Tiptonville,Lake,TN,38079,731-253-8003,"raptors, songbirds",36.35529,-89.47247,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Individual,Valerie Russel,,Tullahoma,Franklin,TN,,931-273-6629,"raptors, songbirds",35.35841,-86.22069,city,kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Organization,Owl Ridge Raptor Center,614 Collins Ridge Rd,Washburn,Grainger,TN,37888,865-964-8714,raptors,36.25064,-83.494,street address (ZIP-level coordinate),kept: on official TN TWRA rehabilitator list,https://www.tn.gov/twra/wildlife/find-a-rehabilitator.html
Individual,Dana Simon,"316 County Road 605, Angleton, TX 77515",Angleton,Brazoria,TX,77515,979-849-0184,all birds,29.15427,-95.40658,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=20&county=Brazoria
Organization,"Austin Wildlife Rescue, Inc.",811 E 13th St,Austin,Travis,TX,78702,512-472-9453,all birds,30.26412,-97.71358,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=227&county=Travis
Individual,Cassondra Looker-Locklear,,Belton,Bell,TX,,254-702-0042,raptors,31.0723,-97.47203,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=14&county=Bell
Individual,Pam Dieckert,,Belton,Bell,TX,,254-216-1470,songbirds,31.0723,-97.47203,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=14&county=Bell
Individual,"Ronald Hines, DVM",,Brownsville,Cameron,TX,,956-551-6335,all birds,25.93374,-97.51741,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=31&county=Cameron
Organization,Gladys Porter Zoo,500 Ringgold St,Brownsville,Cameron,TX,78520,956-546-7187,all birds,26.05215,-97.51447,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=31&county=Cameron
Individual,Arlene Pearce,,Burnet,Burnet,TX,,512-756-4350,"raptors, songbirds, shorebirds/seabirds",30.7766,-98.26424,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=27&county=Burnet
Individual,Edward Sones,,Cedar Park,Williamson,TX,,512-259-5689,all birds,30.47716,-97.81757,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=246&county=Williamson
Individual,Sheree Etie,,Clute,Brazoria,TX,,979-265-0400,raptors,29.0325,-95.4026,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=20&county=Brazoria
Individual,Krista Bligh,,College Station,Brazos,TX,,979-676-3974,all birds,30.60448,-96.31227,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=21&county=Brazos
Individual,"Amanda Terry, RVT",,Corpus Christi,Nueces,TX,,281-455-0477,all birds,27.79409,-97.40299,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=178&county=Nueces
Organization,Texas State Aquarium,2710 N Shoreline Blvd,Corpus Christi,Nueces,TX,78402,361-881-1210,"raptors, shorebirds/seabirds",27.82491,-97.38756,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=178&county=Nueces
Individual,Rhonda Murgatroyd,,El Lago,Harris,TX,,713-705-5897,"raptors, songbirds, shorebirds/seabirds",29.8493,-95.35569,county,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=101&county=Harris
Individual,Michele Johnson,,Friendswood,Harris,TX,,281-992-8080,all birds,29.5224,-95.18789,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=101&county=Harris
Organization,Houston SPCA,7007 Old Katy Rd,Houston,Harris,TX,77024,713-861-9453,all birds,29.8249,-95.42197,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=101&county=Harris
Individual,Mark Branning,"1430 E. Cleveland Rd., Hutchins, TX 75141",Hutchins,Dallas,TX,75141,972-225-4000,all birds,32.63326,-96.68917,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=57&county=Dallas
Individual,Katie Buck,"285 Lazy Creek Rd, Ingram, TX 78025",Ingram,Kerr,TX,78025,830-367-7812,all birds,30.07271,-99.20768,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=133&county=Kerr
Organization,"WildLife Rescue & Rehabilitation, Inc.",335 Old Blanco Rd,Kendalia,Bexar,TX,78027,830-336-2725,all birds,29.96884,-98.54054,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=15&county=Bexar
Individual,Leanne DuPay,,Lakeway,Travis,TX,,512-694-1811,all birds,30.32722,-97.76058,county,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=227&county=Travis
Individual,Beverly Grage,,Lindale,Smith,TX,,903-882-7480,raptors,32.51715,-95.42993,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=212&county=Smith
Organization,Blackland Prairie Raptor Center,1625 Brockdale Park Rd,Lucas,Collin,TX,75002,469-964-9696,raptors,33.20803,-96.64677,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=43&county=Collin
Individual,Cindy Haskett,"506 Whispering Mdw, Magnolia, TX 77355",Magnolia,Montgomery,TX,77355,281-507-9824,raptors,30.18247,-95.67917,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=170&county=Montgomery
Individual,Nikki Richards,"29615 Highland Blvd, Magnolia, TX 77354",Magnolia,Montgomery,TX,77354,281-543-7791,raptors,30.23333,-95.55019,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=170&county=Montgomery
Organization,Friends of Texas Wildlife,29615 Highland Blvd,Magnolia,Montgomery,TX,77354,281-259-0039,all birds,30.23333,-95.55019,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=170&county=Montgomery
Individual,Jae Fairlie,,North Houston,Harris,TX,,281-445-8138,all birds,29.92528,-95.515,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=101&county=Harris
Individual,Jace Tunnell,"855 East Cotter Avenue, Port Aransas, TX 78373",Port Aransas,Nueces,TX,78373,361-749-6793,"raptors, waterfowl, shorebirds/seabirds",27.77068,-97.10514,street address (ZIP-level coordinate),Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=178&county=Nueces
Individual,Emily Owen,,Tyler,Smith,TX,,903-343-9061,raptors,32.32537,-95.29218,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=212&county=Smith
Individual,Heather Federwisch,,Waxahachie,Ellis,TX,,214-316-8392,"raptors, waterfowl",32.3808,-96.8374,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=70&county=Ellis
Individual,Sheryl Rogers,,West Columbia,Brazoria,TX,,713-254-5724,all birds,29.14082,-95.66939,city,Listed on official Texas Parks & Wildlife (TPWD) county wildlife rehabilitator list,https://tpwd.texas.gov/huntwild/wild/rehab/list/counties/index.phtml?id=20&county=Brazoria
Organization,Best Friends Animal Sanctuary,5001 Angel Canyon Rd,Kanab,Kane,UT,84741,435-274-2192,"raptors, songbirds",37.26525,-111.68719,street address (ZIP-level coordinate),Licensed — on Utah official permitted-rehabilitator list (Utah DWR),https://wildlife.utah.gov/rehabilitators
Organization,Wildlife Rehabilitation Center of Northern Utah,332 S Washington Blvd,Ogden,Weber,UT,84404,801-814-7888,all birds,41.27929,-112.0798,street address (ZIP-level coordinate),Licensed — on Utah official permitted-rehabilitator list (Utah DWR),https://wildlife.utah.gov/rehabilitators
Organization,Utah Foundation for Wildlife Rehab & Education,550 W 9560 S,Sandy,Salt Lake,UT,84070,385-446-6201,all birds,40.5786,-111.8595,street address (ZIP-level coordinate),Licensed — on Utah official permitted-rehabilitator list (Utah DWR),https://wildlife.utah.gov/rehabilitators
Organization,Blue Ridge Wildlife Center,106 Island Farm Lane,Boyce,Clarke,VA,22620,540-837-9000,all birds,39.04861,-78.06013,street address (ZIP-level coordinate),Kept: established VDWR-permitted wildlife rehabilitation hospital (verified via organization website),https://www.wildlifecenter.org/wildlife-rehabilitators-virginia
Organization,AERO,8930 Fenestra Place,Gainesville,Prince William,VA,20155,703-493-0554,all birds,38.81571,-77.62161,street address (ZIP-level coordinate),Kept: VDWR-permitted wildlife rehabilitation organization (verified via organization website),https://www.wildlifecenter.org/wildlife-rehabilitators-virginia
Organization,Southwest Virginia Wildlife Center of Roanoke,5985 Coleman Road,Roanoke,Roanoke,VA,24018,540-798-9836,"raptors, songbirds",37.25035,-80.05251,street address (ZIP-level coordinate),Kept: VDWR-permitted wildlife rehabilitation center (verified via organization website),https://www.wildlifecenter.org/wildlife-rehabilitators-virginia
Individual,Julianna Parker,,Addison,Addison,VT,,802-759-3148,songbirds,44.03693,-73.11911,county,keep - listed on Vermont wildlife rehabilitator locator (VVMA / Vermont Fish & Wildlife licensed rehabilitators; official source),https://www.vtvets.org/assets/docs/Wildlife_Rehabilitator_Locator_Map.pdf
Individual,Aimee DeMaio,,Concord,Essex,VT,,802-695-4619,songbirds,44.44606,-71.86755,city,keep - listed on Vermont wildlife rehabilitator locator (VVMA / Vermont Fish & Wildlife licensed rehabilitators; official source),https://www.vtvets.org/assets/docs/Wildlife_Rehabilitator_Locator_Map.pdf
Individual,"Audrey von Lepel, M.D.",,Fairfax,Franklin,VT,,802-849-6937,all birds,44.69239,-73.02408,city,keep - listed on Vermont wildlife rehabilitator locator (VVMA / Vermont Fish & Wildlife licensed rehabilitators; official source),https://www.vtvets.org/assets/docs/Wildlife_Rehabilitator_Locator_Map.pdf
Individual,Cheri McDermott,,Poultney,Rutland,VT,,518-744-4898,all birds,43.53321,-73.22528,city,keep - listed on Vermont wildlife rehabilitator locator (VVMA / Vermont Fish & Wildlife licensed rehabilitators; official source),https://www.vtvets.org/assets/docs/Wildlife_Rehabilitator_Locator_Map.pdf
Individual,Lynette Brand,,Poultney,Rutland,VT,,802-558-6856,waterfowl,43.53321,-73.22528,city,keep - listed on Vermont wildlife rehabilitator locator (VVMA / Vermont Fish & Wildlife licensed rehabilitators; official source),https://www.vtvets.org/assets/docs/Wildlife_Rehabilitator_Locator_Map.pdf
Individual,John Aberth,,Roxbury,Washington,VT,,802-485-8876,"raptors, shorebirds/seabirds, corvids",44.08457,-72.72015,city,keep - listed on Vermont wildlife rehabilitator locator (VVMA / Vermont Fish & Wildlife licensed rehabilitators; official source),https://www.vtvets.org/assets/docs/Wildlife_Rehabilitator_Locator_Map.pdf
Individual,Fred Homer,,Williamsville (Newfane),Windham,VT,,802-348-7889,all birds,42.99857,-72.68291,county,keep - listed on Vermont wildlife rehabilitator locator (VVMA / Vermont Fish & Wildlife licensed rehabilitators; official source),https://www.vtvets.org/assets/docs/Wildlife_Rehabilitator_Locator_Map.pdf
Organization,Sarvey Wildlife Care Center,13106 148th St NE,Arlington,"Skagit, Snohomish",WA,98223,360-435-4817,all birds,48.1815,-121.95947,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list,https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,West Sound Wildlife Shelter,7501 NE Dolphin Dr,Bainbridge Island,Kitsap,WA,98110,206-855-9057,all birds,47.64777,-122.53802,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list,https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,Whatcom Humane Society Wildlife Rehabilitation Center,5602 Mission Road,Bellingham,Whatcom,WA,98226,360-966-8845,all birds,48.7684,-122.48648,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list (Whatcom Humane Society),https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,Puget Sound WildCare,28727 216th Ave SE,Kent,King,WA,98042,360-886-8917,non-migratory birds,47.35346,-122.09172,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list,https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,Twin Harbors Wildlife Center,4 Old Beacon Road,Montesano,Grays Harbor,WA,98563,360-358-0385,all birds,47.01554,-123.71957,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list,https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,Washington State University Veterinary Teaching Hospital,205 Ott Rd,Pullman,Whitman,WA,99164,509-335-0711,all birds,46.83875,-117.64434,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list (university teaching hospital),https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,Center Valley Animal Rescue,11900 Center Road,Quilcene,Jefferson,WA,98376,360-765-0598,all birds,47.82849,-122.83877,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list,https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,PAWS Wildlife Center,13508 State Route 9 SE,Snohomish,"King, Snohomish",WA,98296,425-412-4040,all birds,47.85791,-122.09203,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list,https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,Hunter Veterinary Clinic,301 W Indiana Ave,Spokane,Spokane,WA,99205,509-327-9354,raptors,47.6935,-117.44995,street address (ZIP-level coordinate),Verified on official WDFW permitted wildlife rehabilitator list (veterinary clinic),https://wdfw.wa.gov/species-habitats/living/injured-wildlife/rehabilitation/find
Organization,"Raptor Education Group, Inc.",N2160 W Rollwood Rd,Antigo,Langlade,WI,54409,715-623-4015,"raptors, songbirds",45.16081,-89.09394,street address (ZIP-level coordinate),kept: listed on official Wisconsin DNR county rehabilitator directory (state permit confirmed),https://www.winnebagoaudubon.org/bird-rehabilitators
Organization,Bay Beach Wildlife Sanctuary,1660 E Shore Dr,Green Bay,Brown,WI,54302,920-391-3685,all birds,44.49504,-87.97865,street address (ZIP-level coordinate),kept: listed on official Wisconsin DNR wildlife rehabilitator directory,https://dnr.wisconsin.gov/topic/WildlifeHabitat/directory/brown
Organization,Dane County Humane Society,5132 Voges Road,Madison,Dane,WI,53718,608-287-3235,all birds,43.11416,-89.24907,street address (ZIP-level coordinate),kept: listed on official Wisconsin DNR wildlife rehabilitator directory,https://dnr.wisconsin.gov/topic/WildlifeHabitat/directory/dane
Organization,Wisconsin Humane Society Wildlife Rehabilitation Center,4500 W. Wisconsin Ave,Milwaukee,Milwaukee,WI,53208,414-431-6204,all birds,43.04596,-87.96354,street address (ZIP-level coordinate),kept: listed on official Wisconsin DNR wildlife rehabilitator directory,https://dnr.wisconsin.gov/topic/WildlifeHabitat/directory/milwaukee
Organization,Aves Wildlife Alliance (Rebekah Weiss),351 Muttart Road,Neenah,Winnebago,WI,54956,920-716-2790,all birds,44.17079,-88.65809,street address (ZIP-level coordinate),"kept: registered 501(c)(3) wildlife rehabilitation nonprofit (state/federal permit implied); supplemental Winnebago Audubon listing, not on DNR public directory",https://www.winnebagoaudubon.org/bird-rehabilitators
Organization,The Feather Rehabilitation Center (Pat Fisher),N5487 Buelow Rd,New London,Waupaca,WI,54961,920-982-6578,raptors,44.40559,-88.85911,street address (ZIP-level coordinate),"kept: registered 501(c)(3) wildlife rehabilitation nonprofit (state/federal permit implied); supplemental Winnebago Audubon listing, not on DNR public directory",https://www.winnebagoaudubon.org/bird-rehabilitators
Organization,Wind River Wildlife Rehabilitation,E8378 Weiland Rd,New London,Waupaca,WI,54961,920-858-3012,all birds,44.40559,-88.85911,street address (ZIP-level coordinate),"kept: registered 501(c)(3) wildlife rehabilitation nonprofit (state/federal permit implied); supplemental Winnebago Audubon listing, not on DNR public directory",https://www.winnebagoaudubon.org/bird-rehabilitators
Organization,West Virginia Raptor Rehabilitation Center,806 Jenningston Farm Rd,Bowden,,WV,26254,304-366-2867,raptors,38.75338,-79.81471,street address (ZIP-level coordinate),Established WV raptor rehabilitation org (raptor rehab requires state + federal permits); verified operating via org site. WV has no official public rehabber list.,https://www.humaneworld.org/en/resources/find-wildlife-rescue-and
Organization,Three Rivers Avian Center (TRAC),2583 Brooks Mountain Road,Hinton,Summers,WV,25951,304-466-4683,all birds,37.64554,-80.86463,street address (ZIP-level coordinate),Established WV wild-bird rehabilitation org (state/federally permitted); verified operating via org site. WV has no official public rehabber list.,https://www.humaneworld.org/en/resources/find-wildlife-rescue-and
Organization,Avian Conservation Center of Appalachia (ACCA),286 Fairchance Road,Morgantown,Monongalia,WV,26508,304-906-5438,all birds,39.59533,-79.92287,street address (ZIP-level coordinate),Established WV wild-bird rehabilitation hospital; operates state/federally permitted bird rehab program (verified via org site). WV has no official public rehabber list.,https://www.humaneworld.org/en/resources/find-wildlife-rescue-and
Organization,Teton Raptor Center,5450 W Highway 22,Wilson,Teton,WY,83014,307-203-2551,raptors,43.48236,-110.83978,street address (ZIP-level coordinate),Licensed — permitted raptor rehabilitation facility (state/federal permits); verified via org site. Non-official source.,https://wildlife.rescueshelter.com/wyoming
